filename,width,height,class,xmin,ymin,xmax,ymax
img358.jpg,128,128,dendrite,46,80,60,94
img358.jpg,128,128,dendrite,84,9,98,23
img358.jpg,128,128,dendrite,61,38,75,52
img358.jpg,128,128,dendrite,9,71,23,85
img532.jpg,132,136,dendrite,74,54,88,68
img532.jpg,132,136,dendrite,90,72,104,86
img532.jpg,132,136,dendrite,79,115,93,129
img532.jpg,132,136,dendrite,40,76,54,90
img1577.jpg,134,132,dendrite,53,78,67,92
img1577.jpg,134,132,dendrite,90,69,104,83
img745.jpg,178,148,dendrite,59,92,73,106
img745.jpg,178,148,dendrite,39,38,53,52
img745.jpg,178,148,dendrite,86,48,100,62
img745.jpg,178,148,dendrite,96,78,110,92
img745.jpg,178,148,dendrite,73,96,87,110
img1427.jpg,144,140,dendrite,26,39,40,53
img1427.jpg,144,140,dendrite,83,56,97,70
img1427.jpg,144,140,dendrite,68,76,82,90
img1427.jpg,144,140,dendrite,106,69,120,83
img798.jpg,212,156,dendrite,73,112,87,126
img798.jpg,212,156,dendrite,76,98,90,112
img798.jpg,212,156,dendrite,110,36,124,50
img798.jpg,212,156,dendrite,139,94,153,108
img798.jpg,212,156,dendrite,70,58,84,72
img639.jpg,128,128,dendrite,65,65,79,79
img1276.jpg,132,144,dendrite,48,106,62,120
img1276.jpg,132,144,dendrite,64,72,78,86
img1276.jpg,132,144,dendrite,87,40,101,54
img1120.jpg,152,132,dendrite,67,79,81,93
img1120.jpg,152,132,dendrite,89,48,103,62
img1362.jpg,138,128,dendrite,60,41,74,55
img1362.jpg,138,128,dendrite,90,43,104,57
img1362.jpg,138,128,dendrite,92,78,106,92
img1362.jpg,138,128,dendrite,61,71,75,85
img1362.jpg,138,128,dendrite,100,57,114,71
img1362.jpg,138,128,dendrite,83,16,97,30
img404.jpg,128,128,dendrite,22,12,36,26
img404.jpg,128,128,dendrite,46,43,60,57
img404.jpg,128,128,dendrite,49,68,63,82
img404.jpg,128,128,dendrite,95,56,109,70
img404.jpg,128,128,dendrite,105,65,119,79
img70.jpg,134,132,dendrite,57,56,71,70
img70.jpg,134,132,dendrite,108,45,122,59
img1591.jpg,142,150,dendrite,63,64,77,78
img1591.jpg,142,150,dendrite,61,119,75,133
img874.jpg,164,142,dendrite,95,59,109,73
img874.jpg,164,142,dendrite,85,19,99,33
img874.jpg,164,142,dendrite,51,13,65,27
img1136.jpg,152,132,dendrite,67,80,81,94
img1136.jpg,152,132,dendrite,88,44,102,58
img810.jpg,212,156,dendrite,76,110,90,124
img810.jpg,212,156,dendrite,73,100,87,114
img810.jpg,212,156,dendrite,111,32,125,46
img810.jpg,212,156,dendrite,136,94,150,108
img810.jpg,212,156,dendrite,70,56,84,70
img1693.jpg,146,148,dendrite,87,69,101,83
img1693.jpg,146,148,dendrite,87,101,101,115
img1693.jpg,146,148,dendrite,56,63,70,77
img1503.jpg,132,136,dendrite,73,75,87,89
img1503.jpg,132,136,dendrite,53,21,67,35
img1292.jpg,132,130,dendrite,55,48,69,62
img1292.jpg,132,130,dendrite,36,100,50,114
img1292.jpg,132,130,dendrite,90,76,104,90
img1292.jpg,132,130,dendrite,102,55,116,69
img1292.jpg,132,130,dendrite,77,40,91,54
img538.jpg,132,136,dendrite,70,56,84,70
img538.jpg,132,136,dendrite,80,112,94,126
img538.jpg,132,136,dendrite,41,73,55,87
img538.jpg,132,136,dendrite,84,77,98,91
img1672.jpg,134,198,dendrite,74,97,88,111
img1672.jpg,134,198,dendrite,43,82,57,96
img1679.jpg,134,198,dendrite,74,97,88,111
img1679.jpg,134,198,dendrite,43,83,57,97
img425.jpg,148,138,dendrite,56,43,70,57
img425.jpg,148,138,dendrite,100,46,114,60
img425.jpg,148,138,dendrite,109,98,123,112
img425.jpg,148,138,dendrite,60,112,74,126
img926.jpg,164,142,dendrite,60,13,74,27
img926.jpg,164,142,dendrite,28,115,42,129
img926.jpg,164,142,dendrite,85,58,99,72
img1229.jpg,170,184,dendrite,70,117,84,131
img1229.jpg,170,184,dendrite,58,77,72,91
img1229.jpg,170,184,dendrite,72,68,86,82
img1229.jpg,170,184,dendrite,122,50,136,64
img1229.jpg,170,184,dendrite,103,91,117,105
img1229.jpg,170,184,dendrite,24,91,38,105
img1229.jpg,170,184,dendrite,87,30,101,44
img1229.jpg,170,184,dendrite,125,37,139,51
img288.jpg,132,128,dendrite,54,79,68,93
img288.jpg,132,128,dendrite,60,47,74,61
img288.jpg,132,128,dendrite,98,61,112,75
img1020.jpg,140,134,dendrite,62,63,76,77
img1042.jpg,142,136,dendrite,85,50,99,64
img1042.jpg,142,136,dendrite,59,57,73,71
img1042.jpg,142,136,dendrite,48,34,62,48
img1042.jpg,142,136,dendrite,71,89,85,103
img1042.jpg,142,136,dendrite,118,102,132,116
img1534.jpg,132,136,dendrite,72,75,86,89
img1534.jpg,132,136,dendrite,53,21,67,35
img1473.jpg,132,138,dendrite,48,55,62,69
img1473.jpg,132,138,dendrite,79,25,93,39
img1473.jpg,132,138,dendrite,48,87,62,101
img1473.jpg,132,138,dendrite,100,54,114,68
img93.jpg,134,132,dendrite,57,56,71,70
img93.jpg,134,132,dendrite,116,41,130,55
img1246.jpg,132,144,dendrite,46,109,60,123
img1246.jpg,132,144,dendrite,65,72,79,86
img1272.jpg,132,144,dendrite,48,104,62,118
img1272.jpg,132,144,dendrite,64,73,78,87
img1272.jpg,132,144,dendrite,80,33,94,47
img552.jpg,132,136,dendrite,40,74,54,88
img552.jpg,132,136,dendrite,86,81,100,95
img552.jpg,132,136,dendrite,79,111,93,125
img552.jpg,132,136,dendrite,74,53,88,67
img1604.jpg,142,150,dendrite,64,66,78,80
img1604.jpg,142,150,dendrite,63,118,77,132
img1210.jpg,170,184,dendrite,68,114,82,128
img1210.jpg,170,184,dendrite,57,80,71,94
img1210.jpg,170,184,dendrite,71,69,85,83
img1210.jpg,170,184,dendrite,121,51,135,65
img1210.jpg,170,184,dendrite,104,93,118,107
img1210.jpg,170,184,dendrite,26,95,40,109
img1210.jpg,170,184,dendrite,88,32,102,46
img1210.jpg,170,184,dendrite,125,35,139,49
img826.jpg,130,134,dendrite,58,48,72,62
img826.jpg,130,134,dendrite,28,36,42,50
img826.jpg,130,134,dendrite,65,95,79,109
img1203.jpg,170,184,dendrite,69,118,83,132
img1203.jpg,170,184,dendrite,72,90,86,104
img1203.jpg,170,184,dendrite,57,77,71,91
img1203.jpg,170,184,dendrite,70,69,84,83
img1203.jpg,170,184,dendrite,120,53,134,68
img1203.jpg,170,184,dendrite,106,94,120,108
img1203.jpg,170,184,dendrite,25,95,39,109
img1203.jpg,170,184,dendrite,86,32,100,46
img664.jpg,188,144,dendrite,119,59,133,73
img664.jpg,188,144,dendrite,82,38,96,52
img664.jpg,188,144,dendrite,115,83,129,97
img664.jpg,188,144,dendrite,82,54,96,68
img664.jpg,188,144,dendrite,71,83,85,97
img664.jpg,188,144,dendrite,106,110,120,124
img850.jpg,130,134,dendrite,15,32,29,46
img850.jpg,130,134,dendrite,27,83,41,97
img30.jpg,128,128,dendrite,22,4,36,18
img30.jpg,128,128,dendrite,91,48,105,62
img30.jpg,128,128,dendrite,60,43,74,57
img30.jpg,128,128,dendrite,112,21,126,35
img1310.jpg,132,130,dendrite,57,44,71,58
img1310.jpg,132,130,dendrite,32,103,46,117
img1310.jpg,132,130,dendrite,106,57,120,71
img1310.jpg,132,130,dendrite,80,46,94,60
img1310.jpg,132,130,dendrite,120,41,134,55
img1310.jpg,132,130,dendrite,89,80,103,94
img12.jpg,128,128,dendrite,22,4,36,18
img12.jpg,128,128,dendrite,55,45,69,59
img12.jpg,128,128,dendrite,112,19,126,33
img12.jpg,128,128,dendrite,94,52,108,66
img466.jpg,142,140,dendrite,66,93,80,107
img466.jpg,142,140,dendrite,76,62,90,76
img466.jpg,142,140,dendrite,19,71,33,85
img646.jpg,132,142,dendrite,15,13,29,27
img646.jpg,132,142,dendrite,42,46,56,60
img646.jpg,132,142,dendrite,49,72,63,86
img646.jpg,132,142,dendrite,102,66,116,80
img646.jpg,132,142,dendrite,94,54,108,69
img1013.jpg,140,134,dendrite,45,13,59,27
img1013.jpg,140,134,dendrite,58,62,72,76
img465.jpg,142,140,dendrite,66,98,80,112
img465.jpg,142,140,dendrite,73,62,87,76
img465.jpg,142,140,dendrite,20,72,34,86
img1300.jpg,132,130,dendrite,55,48,69,62
img1300.jpg,132,130,dendrite,35,100,49,114
img1300.jpg,132,130,dendrite,89,78,103,92
img1300.jpg,132,130,dendrite,106,52,120,66
img1300.jpg,132,130,dendrite,77,41,91,55
img1300.jpg,132,130,dendrite,122,38,136,52
img865.jpg,130,134,dendrite,11,29,25,43
img865.jpg,130,134,dendrite,25,75,39,89
img749.jpg,178,148,dendrite,59,91,73,105
img749.jpg,178,148,dendrite,39,35,53,49
img749.jpg,178,148,dendrite,86,48,100,62
img749.jpg,178,148,dendrite,94,78,108,92
img749.jpg,178,148,dendrite,69,95,83,109
img615.jpg,138,134,dendrite,67,48,81,62
img615.jpg,138,134,dendrite,58,82,72,96
img615.jpg,138,134,dendrite,97,60,111,74
img422.jpg,148,138,dendrite,58,43,72,57
img422.jpg,148,138,dendrite,107,104,121,118
img422.jpg,148,138,dendrite,62,114,76,128
img422.jpg,148,138,dendrite,97,43,111,57
img304.jpg,132,128,dendrite,54,79,68,93
img304.jpg,132,128,dendrite,98,58,112,72
img304.jpg,132,128,dendrite,58,50,72,64
img1340.jpg,138,128,dendrite,90,76,104,90
img1340.jpg,138,128,dendrite,53,67,67,81
img1340.jpg,138,128,dendrite,58,40,72,54
img1340.jpg,138,128,dendrite,89,40,103,54
img1340.jpg,138,128,dendrite,103,47,117,61
img1340.jpg,138,128,dendrite,80,12,94,26
img748.jpg,178,148,dendrite,59,92,73,106
img748.jpg,178,148,dendrite,39,37,53,51
img748.jpg,178,148,dendrite,86,48,100,62
img748.jpg,178,148,dendrite,94,78,108,92
img748.jpg,178,148,dendrite,70,95,84,109
img428.jpg,148,138,dendrite,59,45,73,59
img428.jpg,148,138,dendrite,98,47,112,61
img428.jpg,148,138,dendrite,60,113,74,127
img428.jpg,148,138,dendrite,111,100,125,114
img17.jpg,128,128,dendrite,22,4,36,18
img17.jpg,128,128,dendrite,55,45,69,59
img17.jpg,128,128,dendrite,112,19,126,33
img17.jpg,128,128,dendrite,88,50,102,64
img598.jpg,132,136,dendrite,55,64,69,78
img598.jpg,132,136,dendrite,110,21,124,35
img1827.jpg,138,134,dendrite,71,53,85,67
img1827.jpg,138,134,dendrite,44,78,58,92
img1827.jpg,138,134,dendrite,38,54,52,68
img1827.jpg,138,134,dendrite,14,78,28,92
img1827.jpg,138,134,dendrite,11,55,25,69
img180.jpg,146,134,dendrite,62,52,76,66
img180.jpg,146,134,dendrite,84,24,98,38
img180.jpg,146,134,dendrite,25,70,39,84
img180.jpg,146,134,dendrite,51,4,65,18
img322.jpg,128,128,dendrite,44,80,58,94
img322.jpg,128,128,dendrite,83,7,97,21
img322.jpg,128,128,dendrite,63,40,77,54
img322.jpg,128,128,dendrite,9,70,23,84
img1552.jpg,134,132,dendrite,58,73,72,87
img1552.jpg,134,132,dendrite,92,68,106,82
img1294.jpg,132,130,dendrite,54,47,68,61
img1294.jpg,132,130,dendrite,34,100,48,114
img1294.jpg,132,130,dendrite,88,75,102,89
img1294.jpg,132,130,dendrite,102,56,116,70
img1294.jpg,132,130,dendrite,77,40,91,54
img1511.jpg,132,136,dendrite,72,77,86,91
img1511.jpg,132,136,dendrite,54,22,68,36
img1394.jpg,144,140,dendrite,21,39,35,53
img1394.jpg,144,140,dendrite,84,58,98,72
img1394.jpg,144,140,dendrite,69,76,83,90
img1394.jpg,144,140,dendrite,103,69,117,83
img932.jpg,148,138,dendrite,78,34,92,48
img932.jpg,148,138,dendrite,70,93,84,107
img932.jpg,148,138,dendrite,76,64,90,78
img1601.jpg,142,150,dendrite,64,65,78,79
img1601.jpg,142,150,dendrite,63,118,77,132
img916.jpg,164,142,dendrite,61,14,75,28
img916.jpg,164,142,dendrite,29,118,43,132
img916.jpg,164,142,dendrite,89,64,103,78
img219.jpg,146,134,dendrite,64,58,78,72
img219.jpg,146,134,dendrite,25,73,39,87
img219.jpg,146,134,dendrite,84,26,98,40
img643.jpg,132,142,dendrite,16,11,30,25
img643.jpg,132,142,dendrite,40,44,54,58
img643.jpg,132,142,dendrite,50,71,64,85
img643.jpg,132,142,dendrite,93,54,107,68
img643.jpg,132,142,dendrite,100,68,114,82
img1373.jpg,138,128,dendrite,60,40,74,54
img1373.jpg,138,128,dendrite,88,41,102,55
img1373.jpg,138,128,dendrite,58,69,72,83
img1373.jpg,138,128,dendrite,100,54,114,68
img1373.jpg,138,128,dendrite,85,74,99,88
img1373.jpg,138,128,dendrite,83,16,97,30
img623.jpg,146,130,dendrite,61,83,75,97
img623.jpg,146,130,dendrite,100,11,114,25
img623.jpg,146,130,dendrite,80,40,94,54
img1035.jpg,140,134,dendrite,57,64,71,78
img1035.jpg,140,134,dendrite,39,17,53,31
img377.jpg,128,128,dendrite,93,60,107,74
img377.jpg,128,128,dendrite,23,13,37,27
img377.jpg,128,128,dendrite,47,43,61,57
img377.jpg,128,128,dendrite,107,67,121,81
img377.jpg,128,128,dendrite,56,74,70,88
img154.jpg,134,136,dendrite,54,67,68,81
img154.jpg,134,136,dendrite,34,96,48,110
img154.jpg,134,136,dendrite,114,72,128,86
img154.jpg,134,136,dendrite,65,101,79,115
img154.jpg,134,136,dendrite,9,83,23,97
img640.jpg,128,128,dendrite,66,67,80,81
img1332.jpg,132,130,dendrite,59,50,73,64
img1332.jpg,132,130,dendrite,36,106,50,120
img1332.jpg,132,130,dendrite,122,39,136,53
img1332.jpg,132,130,dendrite,86,44,100,58
img1332.jpg,132,130,dendrite,91,82,105,96
img1332.jpg,132,130,dendrite,104,52,118,66
img1809.jpg,138,134,dendrite,74,50,88,65
img1809.jpg,138,134,dendrite,45,80,59,94
img1809.jpg,138,134,dendrite,36,50,50,64
img1809.jpg,138,134,dendrite,13,76,27,90
img1809.jpg,138,134,dendrite,11,52,25,66
img1809.jpg,138,134,dendrite,64,82,78,96
img1540.jpg,134,132,dendrite,52,72,66,86
img1540.jpg,134,132,dendrite,94,70,108,84
img1315.jpg,132,130,dendrite,55,49,69,63
img1315.jpg,132,130,dendrite,37,102,51,116
img1315.jpg,132,130,dendrite,104,54,118,68
img1315.jpg,132,130,dendrite,121,40,135,54
img1315.jpg,132,130,dendrite,82,44,96,58
img1315.jpg,132,130,dendrite,88,80,102,94
img706.jpg,188,144,dendrite,113,80,127,94
img706.jpg,188,144,dendrite,83,56,97,70
img706.jpg,188,144,dendrite,84,35,98,49
img706.jpg,188,144,dendrite,131,70,145,84
img706.jpg,188,144,dendrite,74,86,88,100
img706.jpg,188,144,dendrite,127,58,141,72
img706.jpg,188,144,dendrite,111,97,125,111
img706.jpg,188,144,dendrite,106,114,120,128
img312.jpg,132,128,dendrite,53,80,67,94
img312.jpg,132,128,dendrite,62,48,76,62
img312.jpg,132,128,dendrite,96,60,110,74
img347.jpg,128,128,dendrite,46,81,60,95
img347.jpg,128,128,dendrite,83,7,97,21
img347.jpg,128,128,dendrite,62,38,76,52
img347.jpg,128,128,dendrite,13,72,27,86
img1522.jpg,132,136,dendrite,71,76,85,90
img1522.jpg,132,136,dendrite,52,19,66,33
img1743.jpg,136,144,dendrite,31,42,45,56
img1743.jpg,136,144,dendrite,74,45,88,59
img1743.jpg,136,144,dendrite,57,85,71,99
img431.jpg,148,138,dendrite,59,43,73,57
img431.jpg,148,138,dendrite,101,44,115,58
img431.jpg,148,138,dendrite,61,116,75,130
img431.jpg,148,138,dendrite,107,100,121,114
img846.jpg,130,134,dendrite,17,31,31,45
img846.jpg,130,134,dendrite,22,77,36,91
img230.jpg,166,244,dendrite,38,138,52,152
img230.jpg,166,244,dendrite,45,164,59,178
img230.jpg,166,244,dendrite,67,114,81,128
img1662.jpg,134,198,dendrite,74,96,88,110
img1662.jpg,134,198,dendrite,46,82,60,96
img844.jpg,130,134,dendrite,19,39,33,53
img844.jpg,130,134,dendrite,26,86,40,100
img713.jpg,178,148,dendrite,94,78,108,92
img713.jpg,178,148,dendrite,91,47,105,61
img1565.jpg,134,132,dendrite,52,77,66,91
img1565.jpg,134,132,dendrite,91,70,105,84
img1016.jpg,140,134,dendrite,58,62,72,76
img1016.jpg,140,134,dendrite,42,14,56,28
img1414.jpg,144,140,dendrite,27,41,41,55
img1414.jpg,144,140,dendrite,85,58,99,72
img1414.jpg,144,140,dendrite,69,77,83,91
img1414.jpg,144,140,dendrite,106,72,120,86
img1524.jpg,132,136,dendrite,71,76,85,90
img1524.jpg,132,136,dendrite,53,20,67,34
img1177.jpg,128,128,dendrite,3,54,17,68
img1177.jpg,128,128,dendrite,42,63,56,77
img1177.jpg,128,128,dendrite,72,40,86,54
img1177.jpg,128,128,dendrite,79,102,93,116
img1548.jpg,134,132,dendrite,55,75,69,89
img1548.jpg,134,132,dendrite,93,70,107,84
img1382.jpg,138,128,dendrite,60,39,74,53
img1382.jpg,138,128,dendrite,88,40,102,54
img1382.jpg,138,128,dendrite,55,70,70,84
img1382.jpg,138,128,dendrite,95,51,109,65
img1382.jpg,138,128,dendrite,83,16,97,30
img1382.jpg,138,128,dendrite,86,74,100,88
img691.jpg,188,144,dendrite,123,61,137,75
img691.jpg,188,144,dendrite,90,46,104,60
img691.jpg,188,144,dendrite,116,80,130,94
img691.jpg,188,144,dendrite,106,110,120,124
img691.jpg,188,144,dendrite,83,57,97,71
img691.jpg,188,144,dendrite,70,86,84,100
img691.jpg,188,144,dendrite,130,71,144,85
img611.jpg,138,134,dendrite,66,50,80,64
img611.jpg,138,134,dendrite,58,82,72,96
img1236.jpg,170,184,dendrite,69,117,83,131
img1236.jpg,170,184,dendrite,58,77,72,91
img1236.jpg,170,184,dendrite,70,68,84,82
img1236.jpg,170,184,dendrite,121,51,135,65
img1236.jpg,170,184,dendrite,109,91,123,105
img1236.jpg,170,184,dendrite,24,95,38,109
img1236.jpg,170,184,dendrite,84,33,98,47
img1236.jpg,170,184,dendrite,124,35,138,49
img867.jpg,130,134,dendrite,12,30,26,44
img867.jpg,130,134,dendrite,28,79,42,93
img984.jpg,140,134,dendrite,58,65,72,79
img1546.jpg,134,132,dendrite,55,74,69,88
img1546.jpg,134,132,dendrite,93,69,107,83
img1742.jpg,136,144,dendrite,33,43,47,57
img1742.jpg,136,144,dendrite,76,43,90,57
img1742.jpg,136,144,dendrite,57,83,71,97
img659.jpg,188,144,dendrite,124,60,138,74
img659.jpg,188,144,dendrite,108,112,122,126
img659.jpg,188,144,dendrite,82,35,96,49
img659.jpg,188,144,dendrite,119,84,134,98
img659.jpg,188,144,dendrite,81,56,95,70
img659.jpg,188,144,dendrite,132,70,146,84
img659.jpg,188,144,dendrite,71,83,85,97
img259.jpg,166,244,dendrite,47,163,61,177
img259.jpg,166,244,dendrite,70,115,84,129
img259.jpg,166,244,dendrite,42,138,56,152
img516.jpg,132,136,dendrite,75,56,89,70
img516.jpg,132,136,dendrite,85,77,99,91
img516.jpg,132,136,dendrite,44,72,58,86
img516.jpg,132,136,dendrite,79,116,93,130
img894.jpg,164,142,dendrite,56,12,70,26
img894.jpg,164,142,dendrite,32,121,46,135
img894.jpg,164,142,dendrite,44,73,58,87
img894.jpg,164,142,dendrite,95,54,109,69
img894.jpg,164,142,dendrite,46,48,60,62
img1822.jpg,138,134,dendrite,72,52,86,66
img1822.jpg,138,134,dendrite,44,77,58,91
img1822.jpg,138,134,dendrite,38,50,52,64
img1822.jpg,138,134,dendrite,12,77,26,91
img1822.jpg,138,134,dendrite,10,56,24,70
img369.jpg,128,128,dendrite,52,71,66,85
img369.jpg,128,128,dendrite,104,68,118,82
img369.jpg,128,128,dendrite,95,60,109,74
img369.jpg,128,128,dendrite,20,11,34,25
img369.jpg,128,128,dendrite,46,43,60,57
img423.jpg,148,138,dendrite,57,43,71,57
img423.jpg,148,138,dendrite,62,115,76,129
img423.jpg,148,138,dendrite,98,42,112,56
img423.jpg,148,138,dendrite,111,101,125,115
img601.jpg,132,136,dendrite,59,64,73,78
img601.jpg,132,136,dendrite,109,25,123,39
img601.jpg,132,136,dendrite,20,4,34,18
img297.jpg,132,128,dendrite,52,78,66,92
img297.jpg,132,128,dendrite,97,58,111,72
img297.jpg,132,128,dendrite,62,52,76,66
img1275.jpg,132,144,dendrite,47,107,61,121
img1275.jpg,132,144,dendrite,64,72,78,86
img1275.jpg,132,144,dendrite,87,39,101,53
img5.jpg,128,128,dendrite,112,21,126,35
img5.jpg,128,128,dendrite,22,4,36,18
img5.jpg,128,128,dendrite,58,45,72,59
img5.jpg,128,128,dendrite,90,53,104,67
img1220.jpg,170,184,dendrite,70,118,84,132
img1220.jpg,170,184,dendrite,56,76,70,90
img1220.jpg,170,184,dendrite,71,69,85,83
img1220.jpg,170,184,dendrite,122,51,136,65
img1220.jpg,170,184,dendrite,105,93,119,107
img1220.jpg,170,184,dendrite,23,95,37,109
img1220.jpg,170,184,dendrite,84,28,98,42
img1220.jpg,170,184,dendrite,126,37,140,51
img589.jpg,132,136,dendrite,110,21,124,35
img589.jpg,132,136,dendrite,59,66,73,80
img503.jpg,142,140,dendrite,20,67,35,81
img503.jpg,142,140,dendrite,62,103,76,117
img503.jpg,142,140,dendrite,76,60,90,74
img438.jpg,148,138,dendrite,60,43,74,57
img438.jpg,148,138,dendrite,57,111,71,125
img438.jpg,148,138,dendrite,107,99,121,113
img438.jpg,148,138,dendrite,100,42,114,56
img138.jpg,134,136,dendrite,9,85,23,99
img138.jpg,134,136,dendrite,29,94,43,108
img138.jpg,134,136,dendrite,64,106,78,120
img138.jpg,134,136,dendrite,56,61,70,75
img1303.jpg,132,130,dendrite,53,44,67,58
img1303.jpg,132,130,dendrite,35,104,49,118
img1303.jpg,132,130,dendrite,88,77,102,91
img1303.jpg,132,130,dendrite,105,49,119,63
img1303.jpg,132,130,dendrite,78,46,92,60
img1303.jpg,132,130,dendrite,120,38,134,52
img767.jpg,212,156,dendrite,70,93,84,107
img767.jpg,212,156,dendrite,73,79,87,93
img767.jpg,212,156,dendrite,126,72,140,86
img767.jpg,212,156,dendrite,117,123,131,137
img767.jpg,212,156,dendrite,106,16,120,30
img1046.jpg,142,136,dendrite,85,50,99,64
img1046.jpg,142,136,dendrite,60,56,74,70
img1046.jpg,142,136,dendrite,72,91,86,105
img1046.jpg,142,136,dendrite,119,105,133,119
img1046.jpg,142,136,dendrite,48,36,62,50
img942.jpg,148,138,dendrite,81,28,95,42
img942.jpg,148,138,dendrite,68,89,82,103
img942.jpg,148,138,dendrite,76,61,90,75
img942.jpg,148,138,dendrite,31,51,45,65
img448.jpg,148,138,dendrite,61,45,75,59
img448.jpg,148,138,dendrite,101,36,115,50
img448.jpg,148,138,dendrite,115,104,129,118
img448.jpg,148,138,dendrite,61,114,75,128
img1188.jpg,128,128,dendrite,0,55,14,69
img1188.jpg,128,128,dendrite,42,61,56,75
img1188.jpg,128,128,dendrite,72,42,86,56
